Emotion,Text
positive,everybody got back home smh laughing loud
negative,friend mine came visit stayed roommate roommate became good friend left talk highly
negative,home marco island missing girl already back work
positive,united losing rt feeling mutual
positive,boyfriend take whole roll toliet paper gt gt gt gt gt gt happy face smiley
negative,afraid tomorrow seen yesterday love today le
positive,put shelf laughing loud well proud yes twilight shelf book movie going obv prezzie lara laughing big grin laugh glass l
positive,fell asleep new elliott smith song last night gratitude
positive,enough roland president social club
negative,sing right sore throat love song
positive,romeo juliet much love wed honored vow dead
negative,wondering world seen inspiration lately
negative,already paid return ticket cross buy another one even upset pay extra ticket convert sterling unfavourable rate
positive,thebodyshopuk brings something nice put smile someone else face
positive,feeling pretty productive morning got early shaved left work early clean pm staff party mess
negative,shame
negative,thanks fabric addict lately bought soooo much
negative,chance sounding action stem feeling feeling stem thought love
negative,headache
positive,awesome pic nice way start week
positive,laughing loud oh ok well n case thank
positive,think meant pic know one might seen really hot get
positive,rt three word gossip girl laughing big grin laugh glass
positive,eating entirely much food perfect way spend afternoon decorating house desi first christmas
negative,leading scorer paul wilkinson struck goal season former club looked glum left dressing room
positive,haha whole world laughing loud
negative,work work work get tired sudden nicole told say aww enthusiastic hi paul
positive,new feature blog amp addition added educating motivating live amp inside
negative,awkward moment realise online flirting completely depth
negative,hate everything seafood esp smell happened serve lobster chow hall noooowww got headache ugh smh
positive,thebodyshopuk spending quality time partner baby brings wait first christmas day year
negative,akomuzikera clearly need crack whip
positive,even bad something knock try time people love kill
positive,okay seriously going forgive gush like little fangirl tweet
positive,two hour nap time class
positive,yesterday fun concert year know late laughing big grin laugh glass vista social club live free
negative,know skeptical annoyed undecided uneasy hesitant
negative,decided shut national center education statistic maintenance today writing tuition story
positive,christmas music make even night cleaning feel pleasant happy face smiley
positive,yup
negative,still lose follower people hate world hate maybe read http
positive,tired knee hurt hour straight lost courtney
positive,figurative art even poetry expressed mixed feeling elation past victory fear future incursion celt inspired
positive,truly glad wonderful ahead peter turnbacktogod jesustweeters
