Emotion,Text
sadness,dad asked nutcracker actual story raised man
worry,yeah amp go wrong worst feeling ever
worry,guy use camera angle make look like people building
joy,provides great word wisdom
fear,merry amp happy new party
sadness,running around town kathleen leaving month
sadness,separated one liked refused date told dated another one heart seemed cease beating silent time goodbye left without turning back
love,wish happy mother day mother
empty,thanks thought think
surprise,good lad going think pure
joy,realised day advent calendar open
joy,okay paper ton thing left
worry,tao summer many
joy,got home want eat sleep revise four hour
sadness,mitchelmusso never reply mee must really hate skeptical annoyed undecided uneasy hesitant
worry,go msn need talk something happened today
anger,damn walmart computer slow want finish minute
fear,doctor looked horrified
anger,thank god gym let much tonight
disgust,people seriously yeah like people never answer phone call
surprise,much surprise using credit card crack dawn serious online gambling one problem
joy,work family video
surprise,due today also rent instantfollowback
anger,social life decreasing much bloody work
sadness,going engagement party tommorrow night mine stepping
joy,feel like crap today
joy,watching rough cut pilot speaker
worry,new french girl twitter speak english bad
surprise,already year wwdc know
surprise,like double posting twitter wink smirk lol take anything
love,jtimberlake ty sweetheart
sadness,fyi ruin hollywood closed last friday closing night
disgust,slightest surprised walk around school encounter laker hater knowing commissioner one
fear,last time walked lane anxious susan notice much
joy,christmas louisville beautiful thing ever happy feast immaculate conception people happy face smiley
sadness,tht tht come walk store nd playing nd ex song frown sad andry pouting
enthusiasm,hi sorry telling let u meet promised treat u laughing big grin laugh glass
happiness,ahh saved mowing lawn rain plenty time go blessed rain god
worry,feel like going cough lung
fear,quot nigga tryna live tryna live respect cuz without nobody give fuck quot
fear,baby eat human flesh swear seen could clap
fear,clothing section target smell death
sadness,know agree angered sorry going postal
sadness,head ache tom call time really early show start recovered like photo already go
fear,look eye please scared remember feeling new
joy,thebodyshopuk nice hot bath plenty lovely body shop goody relax amp heaven plus quiet
sadness,sound like fun way wait hear sing happy face smiley amazing voice lt
surprise,surprised lot tweeter tweeting today
fear,courage knowing fear plato
sadness,hope life going well la deserve happiness success think gotten deserve
love,following conor
surprise,going hold celebration signing seattle official remember hype cliff lee
surprise,let haha rt hai want kill tired feel tired sickness
worry,headhardhat sorry read keep thought
worry,haha convinced would great
joy,wanted go walk know either suddenly invitation appeared
sadness,idiot missing last show
anger,get castle starting group
happiness,already good got meet
love,glad hear dinner great wishing happy mother day tomorrow
worry,know would great shoulder stop hurting sleep normal solid hour good sleep
hate,kev fuck stuck westgate working
fear,priest became agitated
joy,traffic light failure north
fear,month later gough whitlam brought australian army home said experienced horror one left little piece viet
anger,person age insisted call refused succumb persisted got angry belittled
joy,got excited second time see extended lotr trilogy theater back back
worry,stomach feel like touching ground full
joy,temperamental difference operate new trio junior hero whose elder three lieutenant regard prank mild amusement
joy,thing play would prefer disc happy face smiley
fear,first day back job
love,freaking love would happiest year old girl alive replied
joy,think twice ride go every ride good time
happiness,thank much miss toooo
joy,real estate day last day regular music vast christmas kick action month
sadness,sister get people follow tongue sticking cheeky playful blowing raspberry
surprise,feeling run heavy lung way look pillow
fear,quot leader coach quot lean systemsthinking development hr
fun,awww skeptical annoyed undecided uneasy hesitant guess good bad moving option guess mhm hehe wink smirk time
love,happy mother day
joy,thankful great corp member amazing staff wonderful community serve happythanksgiving
sadness,link working
fear,fear exam
joy,tired room full sleeping people
fear,turned see four alarmed face atmosphere thick unanswered question walked
sadness,know feel take far much time life
joy,quot slow contradiction beauty vase quot jonforeman
fear,tix tonight officialpwg fucking ride fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck
worry,watching two patient die tonight put funk one young
surprise,brother turned today yesterday child wait go school drop birthday stuff
fun,earliest age body cry go back sleep must resist shower trick
fear,far experiencing simple gratitude child likely feel terribly torn anxious faced foster parent offer affection
surprise,dad hunting deer yard tomorrow
sadness,shit hurt feeling unfollowing one frown sad andry pouting
sadness,spent half day troubleshooting something even within control cluster always mean high availability
fear,still worried extensive rewriting history school subjected something u remained unaware second world war
