Emotion,Text
positive,found great aunt
positive,really wishing leave head phone home
negative,went stair high dark house full shadow passed door feeling someone something behind although knew alone
positive,happy blissful moment realization hit quot chocolate bag quot
positive,son born
negative,looking forward release uni result tomorrow
negative,relative hafta sleep couch basement
negative,brother accused undeservedly parent guilty wife
positive,good know capable excellent student
positive,surprise know usually post friday one coming early go get
negative,call police definitely following
positive,pleasure turning alarm
positive,anc expressing delight decision nevertheless continued call dissolution tricameral parliament regarded essentially racist
positive,know turn alarm tomorrow make happy
negative,lololol rt grandmother let step foot kitchen
negative,found guy dating particular time steady relationship going someone else long time
negative,crossing street together colleague mine suddenly found almost wheel truck
positive,definitely thought beiber faggot as would
negative,missed seeing fiona apple la tomorrow
negative,afraid tomorrow seen yesterday love today le
negative,coach eating pre game french onion soup reminds always getting
positive,use fax card ecstatic see capacity create file matter second
negative,relative often carry enormous personal burden example grief losing child expected bright future tragic decline senility loved companion
negative,afraid tomorrow seen yesterday love today le
negative,done lot reading comprehension exercise also spend much time memorizing english word
positive,woke best news heard since july shoutout lockout
negative,cried watching last song seen billion time
negative,hearing friend back home stomach pumped pill
negative,dream tweeted sentence fragment pattonoswalt rt first like woo realised expense
negative,rather match china firmness confidently predicted hong kong authority follow past form cease muttering shock horror tiananmen return bland assurance negotiation peking basic law hong kong going well
positive,christmas angry bird
